block_num,timestamp,action_name,account,actor,multi_action,tag
253593156,2025-06-03T13:24:57.500,nonce,eosio.null,,True,unknown
253593084,2025-06-03T13:24:21.500,pushrate,eosio.oracle,ultra.oracle,False,known
253593084,2025-06-03T13:24:21.500,nonce,eosio.null,,True,unknown
253592866,2025-06-03T13:22:32.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592866,2025-06-03T13:22:32.500,nonce,eosio.null,,True,unknown
253592664,2025-06-03T13:20:51.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592664,2025-06-03T13:20:51.500,nonce,eosio.null,,True,unknown
253592662,2025-06-03T13:20:50.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592662,2025-06-03T13:20:50.500,nonce,eosio.null,,True,unknown
253592432,2025-06-03T13:18:55.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592432,2025-06-03T13:18:55.500,nonce,eosio.null,,True,unknown
253592428,2025-06-03T13:18:53.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592428,2025-06-03T13:18:53.500,nonce,eosio.null,,True,unknown
253592169,2025-06-03T13:16:44.000,pushrate,eosio.oracle,ultra.oracle,False,known
253592169,2025-06-03T13:16:44.000,nonce,eosio.null,,True,unknown
253592130,2025-06-03T13:16:24.500,pushrate,eosio.oracle,ultra.oracle,False,known
253592130,2025-06-03T13:16:24.500,nonce,eosio.null,,True,unknown
253591892,2025-06-03T13:14:25.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591892,2025-06-03T13:14:25.500,nonce,eosio.null,,True,unknown
253591687,2025-06-03T13:12:43.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591687,2025-06-03T13:12:43.000,nonce,eosio.null,,True,unknown
253591686,2025-06-03T13:12:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591686,2025-06-03T13:12:42.500,nonce,eosio.null,,True,unknown
253591685,2025-06-03T13:12:42.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591685,2025-06-03T13:12:42.000,nonce,eosio.null,,True,unknown
253591685,2025-06-03T13:12:42.000,pushrate,eosio.oracle,ultra.oracle,True,known
253591685,2025-06-03T13:12:42.000,nonce,eosio.null,,True,unknown
253591678,2025-06-03T13:12:38.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591678,2025-06-03T13:12:38.500,nonce,eosio.null,,True,unknown
253591674,2025-06-03T13:12:36.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591674,2025-06-03T13:12:36.500,nonce,eosio.null,,True,unknown
253591446,2025-06-03T13:10:42.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591446,2025-06-03T13:10:42.500,nonce,eosio.null,,True,unknown
253591256,2025-06-03T13:09:07.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591256,2025-06-03T13:09:07.500,nonce,eosio.null,,True,unknown
253591003,2025-06-03T13:07:01.000,pushrate,eosio.oracle,ultra.oracle,False,known
253591003,2025-06-03T13:07:01.000,nonce,eosio.null,,True,unknown
253591002,2025-06-03T13:07:00.500,pushrate,eosio.oracle,ultra.oracle,False,known
253591002,2025-06-03T13:07:00.500,nonce,eosio.null,,True,unknown
253591002,2025-06-03T13:07:00.500,pushrate,eosio.oracle,ultra.oracle,True,known
253591002,2025-06-03T13:07:00.500,nonce,eosio.null,,True,unknown
253590743,2025-06-03T13:04:51.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590743,2025-06-03T13:04:51.000,nonce,eosio.null,,True,unknown
253590308,2025-06-03T13:01:13.500,pushrate,eosio.oracle,ultra.oracle,False,known
253590308,2025-06-03T13:01:13.500,nonce,eosio.null,,True,unknown
253590308,2025-06-03T13:01:13.500,pushrate,eosio.oracle,ultra.oracle,True,known
253590308,2025-06-03T13:01:13.500,nonce,eosio.null,,True,unknown
253590307,2025-06-03T13:01:13.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590307,2025-06-03T13:01:13.000,nonce,eosio.null,,True,unknown
253590294,2025-06-03T13:01:06.500,pushrate,eosio.oracle,ultra.oracle,False,known
253590294,2025-06-03T13:01:06.500,nonce,eosio.null,,True,unknown
253590289,2025-06-03T13:01:04.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590289,2025-06-03T13:01:04.000,nonce,eosio.null,,True,unknown
253590289,2025-06-03T13:01:04.000,pushrate,eosio.oracle,ultra.oracle,True,known
253590289,2025-06-03T13:01:04.000,nonce,eosio.null,,True,unknown
253590280,2025-06-03T13:00:59.500,pushrate,eosio.oracle,ultra.oracle,False,known
253590280,2025-06-03T13:00:59.500,nonce,eosio.null,,True,unknown
253590269,2025-06-03T13:00:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590269,2025-06-03T13:00:54.000,nonce,eosio.null,,True,unknown
253590085,2025-06-03T12:59:22.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590085,2025-06-03T12:59:22.000,nonce,eosio.null,,True,unknown
253590049,2025-06-03T12:59:04.000,pushrate,eosio.oracle,ultra.oracle,False,known
253590049,2025-06-03T12:59:04.000,nonce,eosio.null,,True,unknown
253589845,2025-06-03T12:57:22.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589845,2025-06-03T12:57:22.000,nonce,eosio.null,,True,unknown
253589837,2025-06-03T12:57:18.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589837,2025-06-03T12:57:18.000,nonce,eosio.null,,True,unknown
253589825,2025-06-03T12:57:12.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589825,2025-06-03T12:57:12.000,nonce,eosio.null,,True,unknown
253589607,2025-06-03T12:55:23.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589607,2025-06-03T12:55:23.000,nonce,eosio.null,,True,unknown
253589598,2025-06-03T12:55:18.500,pushrate,eosio.oracle,ultra.oracle,False,known
253589598,2025-06-03T12:55:18.500,nonce,eosio.null,,True,unknown
253589581,2025-06-03T12:55:10.000,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253589578,2025-06-03T12:55:08.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589576,2025-06-03T12:55:07.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589573,2025-06-03T12:55:06.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589571,2025-06-03T12:55:05.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589568,2025-06-03T12:55:03.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589566,2025-06-03T12:55:02.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589563,2025-06-03T12:55:01.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589561,2025-06-03T12:55:00.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589559,2025-06-03T12:54:59.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589555,2025-06-03T12:54:57.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589553,2025-06-03T12:54:56.000,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253589553,2025-06-03T12:54:56.000,setevmblk.a,ultra.bridge,ultra.val2,True,unknown
253589550,2025-06-03T12:54:54.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589549,2025-06-03T12:54:54.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589547,2025-06-03T12:54:53.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589547,2025-06-03T12:54:53.000,nonce,eosio.null,,True,unknown
253589545,2025-06-03T12:54:52.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589543,2025-06-03T12:54:51.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589541,2025-06-03T12:54:50.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589541,2025-06-03T12:54:50.000,nonce,eosio.null,,True,unknown
253589539,2025-06-03T12:54:49.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589538,2025-06-03T12:54:48.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589365,2025-06-03T12:53:22.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589365,2025-06-03T12:53:22.000,nonce,eosio.null,,True,unknown
253589365,2025-06-03T12:53:22.000,setevmblk.a,ultra.bridge,ultra.val3,True,unknown
253589365,2025-06-03T12:53:22.000,pushrate,eosio.oracle,ultra.oracle,True,known
253589365,2025-06-03T12:53:22.000,nonce,eosio.null,,True,unknown
253589365,2025-06-03T12:53:22.000,setevmblk.a,ultra.bridge,ultra.val1,True,unknown
253589360,2025-06-03T12:53:19.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589360,2025-06-03T12:53:19.500,setevmblk.a,ultra.bridge,ultra.val2,True,unknown
253589356,2025-06-03T12:53:17.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589355,2025-06-03T12:53:17.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589350,2025-06-03T12:53:14.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589349,2025-06-03T12:53:14.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589345,2025-06-03T12:53:12.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589345,2025-06-03T12:53:12.000,pushrate,eosio.oracle,ultra.oracle,True,known
253589345,2025-06-03T12:53:12.000,nonce,eosio.null,,True,unknown
253589345,2025-06-03T12:53:12.000,setevmblk.a,ultra.bridge,ultra.val2,True,unknown
253589339,2025-06-03T12:53:09.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589338,2025-06-03T12:53:08.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589336,2025-06-03T12:53:07.500,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253589334,2025-06-03T12:53:06.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589333,2025-06-03T12:53:06.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589331,2025-06-03T12:53:05.000,pushrate,eosio.oracle,ultra.oracle,False,known
253589331,2025-06-03T12:53:05.000,nonce,eosio.null,,True,unknown
253589331,2025-06-03T12:53:05.000,pushrate,eosio.oracle,ultra.oracle,True,known
253589331,2025-06-03T12:53:05.000,nonce,eosio.null,,True,unknown
253589329,2025-06-03T12:53:04.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589328,2025-06-03T12:53:03.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589324,2025-06-03T12:53:01.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589322,2025-06-03T12:53:00.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589320,2025-06-03T12:52:59.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589318,2025-06-03T12:52:58.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589314,2025-06-03T12:52:56.500,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253589314,2025-06-03T12:52:56.500,setevmblk.a,ultra.bridge,ultra.val2,True,unknown
253589312,2025-06-03T12:52:55.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589310,2025-06-03T12:52:54.500,givetokens,ultra.fctmgr,ultra.faucet,False,unknown
253589309,2025-06-03T12:52:54.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589307,2025-06-03T12:52:53.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589304,2025-06-03T12:52:51.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589302,2025-06-03T12:52:50.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589299,2025-06-03T12:52:49.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589297,2025-06-03T12:52:48.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589294,2025-06-03T12:52:46.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589291,2025-06-03T12:52:45.000,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253589291,2025-06-03T12:52:45.000,setevmblk.a,ultra.bridge,ultra.val1,True,unknown
253589289,2025-06-03T12:52:44.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589286,2025-06-03T12:52:42.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589118,2025-06-03T12:51:18.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589116,2025-06-03T12:51:17.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589113,2025-06-03T12:51:16.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589113,2025-06-03T12:51:16.000,pushrate,eosio.oracle,ultra.oracle,True,known
253589113,2025-06-03T12:51:16.000,nonce,eosio.null,,True,unknown
253589111,2025-06-03T12:51:15.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589107,2025-06-03T12:51:13.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589105,2025-06-03T12:51:12.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589102,2025-06-03T12:51:10.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589101,2025-06-03T12:51:10.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589099,2025-06-03T12:51:09.000,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253589097,2025-06-03T12:51:08.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589096,2025-06-03T12:51:07.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589092,2025-06-03T12:51:05.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589091,2025-06-03T12:51:05.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589086,2025-06-03T12:51:02.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589085,2025-06-03T12:51:02.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589081,2025-06-03T12:51:00.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589080,2025-06-03T12:50:59.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589078,2025-06-03T12:50:58.500,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253589075,2025-06-03T12:50:57.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589075,2025-06-03T12:50:57.000,setevmblk.a,ultra.bridge,ultra.val1,True,unknown
253589070,2025-06-03T12:50:54.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589069,2025-06-03T12:50:54.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253589065,2025-06-03T12:50:52.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589065,2025-06-03T12:50:52.000,setevmblk.a,ultra.bridge,ultra.val2,True,unknown
253589059,2025-06-03T12:50:49.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253589059,2025-06-03T12:50:49.000,setevmblk.a,ultra.bridge,ultra.val2,True,unknown
253589058,2025-06-03T12:50:48.500,newnonebact,eosio,ultra.faucet,False,unknown
253589055,2025-06-03T12:50:47.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253588863,2025-06-03T12:49:11.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588863,2025-06-03T12:49:11.000,nonce,eosio.null,,True,unknown
253588859,2025-06-03T12:49:09.000,delegatebw,eosio,ultra.prop1,False,unknown
253588847,2025-06-03T12:49:03.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588847,2025-06-03T12:49:03.000,nonce,eosio.null,,True,unknown
253588632,2025-06-03T12:47:15.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253588631,2025-06-03T12:47:15.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588631,2025-06-03T12:47:15.000,nonce,eosio.null,,True,unknown
253588627,2025-06-03T12:47:13.000,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253588625,2025-06-03T12:47:12.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253588617,2025-06-03T12:47:08.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253588613,2025-06-03T12:47:06.000,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253588603,2025-06-03T12:47:01.000,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253588602,2025-06-03T12:47:00.500,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253588600,2025-06-03T12:46:59.500,setevmblk.a,ultra.bridge,ultra.val3,False,unknown
253588588,2025-06-03T12:46:53.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253588587,2025-06-03T12:46:53.000,setevmblk.a,ultra.bridge,ultra.val2,False,unknown
253588585,2025-06-03T12:46:52.000,ack2ult.a,ultra.bridge,ultra.val3,False,unknown
253588572,2025-06-03T12:46:45.500,setevmblk.a,ultra.bridge,ultra.val1,False,unknown
253588572,2025-06-03T12:46:45.500,setevmblk.a,ultra.bridge,ultra.val2,True,unknown
253588568,2025-06-03T12:46:43.500,ack2evm.a,ultra.bridge,ultra.val3,False,unknown
253588386,2025-06-03T12:45:12.500,pushrate,eosio.oracle,ultra.oracle,False,known
253588386,2025-06-03T12:45:12.500,nonce,eosio.null,,True,unknown
253588384,2025-06-03T12:45:11.500,pushrate,eosio.oracle,ultra.oracle,False,known
253588384,2025-06-03T12:45:11.500,nonce,eosio.null,,True,unknown
253588379,2025-06-03T12:45:09.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588379,2025-06-03T12:45:09.000,nonce,eosio.null,,True,unknown
253588374,2025-06-03T12:45:06.500,pushrate,eosio.oracle,ultra.oracle,False,known
253588374,2025-06-03T12:45:06.500,nonce,eosio.null,,True,unknown
253588371,2025-06-03T12:45:05.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588371,2025-06-03T12:45:05.000,nonce,eosio.null,,True,unknown
253588371,2025-06-03T12:45:05.000,pushrate,eosio.oracle,ultra.oracle,True,known
253588371,2025-06-03T12:45:05.000,nonce,eosio.null,,True,unknown
253588357,2025-06-03T12:44:58.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588357,2025-06-03T12:44:58.000,nonce,eosio.null,,True,unknown
253588357,2025-06-03T12:44:58.000,pushrate,eosio.oracle,ultra.oracle,True,known
253588357,2025-06-03T12:44:58.000,nonce,eosio.null,,True,unknown
253588350,2025-06-03T12:44:54.500,pushrate,eosio.oracle,ultra.oracle,False,known
253588350,2025-06-03T12:44:54.500,nonce,eosio.null,,True,unknown
253588349,2025-06-03T12:44:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588349,2025-06-03T12:44:54.000,nonce,eosio.null,,True,unknown
253588343,2025-06-03T12:44:51.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588343,2025-06-03T12:44:51.000,nonce,eosio.null,,True,unknown
253588343,2025-06-03T12:44:51.000,pushrate,eosio.oracle,ultra.oracle,True,known
253588343,2025-06-03T12:44:51.000,nonce,eosio.null,,True,unknown
253588338,2025-06-03T12:44:48.500,pushrate,eosio.oracle,ultra.oracle,False,known
253588338,2025-06-03T12:44:48.500,nonce,eosio.null,,True,unknown
253588338,2025-06-03T12:44:48.500,pushrate,eosio.oracle,ultra.oracle,True,known
253588338,2025-06-03T12:44:48.500,nonce,eosio.null,,True,unknown
253588337,2025-06-03T12:44:48.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588337,2025-06-03T12:44:48.000,nonce,eosio.null,,True,unknown
253588335,2025-06-03T12:44:47.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588335,2025-06-03T12:44:47.000,nonce,eosio.null,,True,unknown
253588121,2025-06-03T12:43:00.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588121,2025-06-03T12:43:00.000,nonce,eosio.null,,True,unknown
253588101,2025-06-03T12:42:50.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588101,2025-06-03T12:42:50.000,nonce,eosio.null,,True,unknown
253588095,2025-06-03T12:42:47.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588095,2025-06-03T12:42:47.000,nonce,eosio.null,,True,unknown
253588092,2025-06-03T12:42:45.500,pushrate,eosio.oracle,ultra.oracle,False,known
253588092,2025-06-03T12:42:45.500,nonce,eosio.null,,True,unknown
253588085,2025-06-03T12:42:42.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588085,2025-06-03T12:42:42.000,nonce,eosio.null,,True,unknown
253588083,2025-06-03T12:42:41.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588083,2025-06-03T12:42:41.000,nonce,eosio.null,,True,unknown
253588071,2025-06-03T12:42:35.000,pushrate,eosio.oracle,ultra.oracle,False,known
253588071,2025-06-03T12:42:35.000,nonce,eosio.null,,True,unknown
253587894,2025-06-03T12:41:06.500,pushrate,eosio.oracle,ultra.oracle,False,known
253587894,2025-06-03T12:41:06.500,nonce,eosio.null,,True,unknown
253587881,2025-06-03T12:41:00.000,pushrate,eosio.oracle,ultra.oracle,False,known
253587881,2025-06-03T12:41:00.000,nonce,eosio.null,,True,unknown
253587877,2025-06-03T12:40:58.000,pushrate,eosio.oracle,ultra.oracle,False,known
253587877,2025-06-03T12:40:58.000,nonce,eosio.null,,True,unknown
253587875,2025-06-03T12:40:57.000,pushrate,eosio.oracle,ultra.oracle,False,known
253587875,2025-06-03T12:40:57.000,nonce,eosio.null,,True,unknown
253587869,2025-06-03T12:40:54.000,pushrate,eosio.oracle,ultra.oracle,False,known
253587869,2025-06-03T12:40:54.000,nonce,eosio.null,,True,unknown
253587869,2025-06-03T12:40:54.000,pushrate,eosio.oracle,ultra.oracle,True,known
253587869,2025-06-03T12:40:54.000,nonce,eosio.null,,True,unknown
253587867,2025-06-03T12:40:53.000,pushrate,eosio.oracle,ultra.oracle,False,known
253587867,2025-06-03T12:40:53.000,nonce,eosio.null,,True,unknown
253587867,2025-06-03T12:40:53.000,pushrate,eosio.oracle,ultra.oracle,True,known
253587867,2025-06-03T12:40:53.000,nonce,eosio.null,,True,unknown
253587857,2025-06-03T12:40:48.000,pushrate,eosio.oracle,ultra.oracle,False,known
253587857,2025-06-03T12:40:48.000,nonce,eosio.null,,True,unknown
253587857,2025-06-03T12:40:48.000,pushrate,eosio.oracle,ultra.oracle,True,known
253587857,2025-06-03T12:40:48.000,nonce,eosio.null,,True,unknown
253587857,2025-06-03T12:40:48.000,pushrate,eosio.oracle,ultra.oracle,True,known
253587857,2025-06-03T12:40:48.000,nonce,eosio.null,,True,unknown
253587855,2025-06-03T12:40:47.000,pushrate,eosio.oracle,ultra.oracle,False,known
253587855,2025-06-03T12:40:47.000,nonce,eosio.null,,True,unknown
