Transaction Hash,Status,Type,Method ,Block,Age,From,From_NameTag,To,To_NameTag,Amount,Value (USD),Asset,Txn Fee
0xf87ac80a4283a63687973710d5fc03f8e349b156cc916cef8c55f432ae25b10c,Success,ERC-20,Transfer,22350016,40 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00002353
0xaac7d7520328d9674ebfe55f2bebb2297babd6f382cfb1c545854d6c0869fe91,Success,ERC-20,Transfer,22350010,40 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00002604
0x6ea0fa0e966c885230361ccecef3c33d60abdcd5f9383bb8baeb438231fe83cf,Success,ERC-20,Transfer,22260893,52 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00002518
0xf83583eadea8494e24136828d59083fea3e544fa1fe9a0ea1fd42980bdc61b0b,Success,ERC-20,Transfer,22220401,58 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00002302
0x40b07c7adb1acb966850dd898189a6ef08ee20e1b8a9edb6854307d77fbe24e8,Success,ERC-20,Transfer,22168892,65 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00003464
0xf9abe3aba26f8e93dff144df11b18f0ec73b4d061f8dbab57c12cabdbabecd03,Success,ERC-20,Transfer,22168886,65 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00003678
0xde78f17d81d30318b658ad23bc2f14335a33b87eae3747b7a861558ce8cf1e97,Success,ERC-20,Transfer,22013190,87 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00002493
0x669f1e0cfae2017a56f1b58be215edd7e17c3b05ec4a292a7369604df4cc6ca4,Success,ERC-20,Transfer,22013185,87 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00002669
0xdc952cb2beade5f605dad380d1b716730d36eaaef3c9eb8d9d80bf714af516c6,Success,ERC-20,Transfer,21948342,96 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00002905
0x09b3b6ded32767cdd6b6bcfd8f8c4d8d83f1de3fb6ce84f445e780b8a12a89f6,Success,ERC-20,Transfer,21948336,96 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00003249
0xdef4d0db78114f19edc5fced6e4882c3ba99f50ddfb08709021f22926d6d8aed,Success,ERC-20,Transfer,21766700,121 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00081928
0x171c2e80133e19613d5ffc8e3e959644db0e0c90dd18c91fc7ff60853bfa1c9d,Success,ERC-20,Transfer,21766695,121 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00082575
0x5322e5244ceac33857f3b55980049df365e64fee6eb4a5f837985d9a2ebd92a2,Success,ERC-20,Transfer,21766690,121 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00087331
0xa1c7afe9aec2c791e709d2550d782fbd2a276cb80f0063e317f5c833bc52f350,Success,ERC-20,Transfer,21766686,121 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00092762
0x9b769c83d398e69e507a39e45dad40f7123bd9249c06edc5bf85fe17c8830982,Success,ERC-20,Transfer,21766681,121 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00087809
0x6a55de576f35cf05066b46525540b9bda8a5195db813e7f084a1e3ee04bd4480,Success,ERC-20,Transfer,21736011,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00005311
0x08f709ac228348521da31da47871d5c24cdc71a296e9836f8138d0137b21f4ca,Success,ERC-20,Transfer,21736006,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00005575
0xbf518b0a648cb22adac9876d065598c3f8ac45212c57eb8852fa05915da6f2fc,Success,ERC-20,Transfer,21736001,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00005441
0xc87eda26e4449ba65b4700c8d0b3b67e6f4a5f4e7a9eb80e66d1f08c008bc641,Success,ERC-20,Transfer,21735991,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00005427
0x354ced42aa6181c310550275f49224f6f03e2e1454a9e6d8dd450f9ecda32910,Success,ERC-20,Transfer,21735987,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00005842
0xb020c96c7425aa2c17c2547cc74ad5d0256df876a39f3eab9324dbb5e1e4c1d2,Success,ERC-20,Transfer,21735976,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00005725
0x3510f22d3d7afe980d050b97e11cc6798482a3bf1ce2bef9e745f94a67c9aa4a,Success,ERC-20,Transfer,21733155,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00011818
0xc12982c6888fc0225e296231ba63343c5faae7b6c849c6ae31a9fd69ffef642e,Success,ERC-20,Transfer,21733150,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.0001201
0x4f4daa7e085c5e788a7c762e7bd7fa71bd4db1e94a45702e2aef0b67600053cd,Success,ERC-20,Transfer,21733140,126 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00012023
0x7bdc27fbef1c64aa75fcbbddce4b52890506b895fb7973e61daac1dbeef41634,Success,ERC-20,Transfer,21723881,127 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00028992
0x01500e4d5a543eadabe61ba286269db2ce4cba10c249ca127caa79270f3b684d,Success,ERC-20,Transfer,21723876,127 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00030833
0x02b3fa531b087bceba2cf742f8c7098cf57490160f85688423422549f8a4bff1,Success,ERC-20,Transfer,21723871,127 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00031532
0x89a524f766b3e42830ba2d96a7069a47ab3c1d797001c6b8e1075395fb2e9643,Success,ERC-20,Transfer,21723629,127 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00020496
0x620940ca8a1c079568d2556a69556e741f0a5ab257f94bd9b86db0298617690a,Success,ERC-20,Transfer,21723623,127 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.000203
0x64ab6b674355b67c38050e14d84b587857a5d136c807b5f32ca97035af07dce3,Success,ERC-20,Transfer,21678019,134 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00026953
0x468d4226d8b27e0918bb7ecf6ff757c6a7b6a87e4514283bb423371b53732b1d,Success,ERC-20,Transfer,21678014,134 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00026243
0x306e595f4eed243cb556cc18781ebdf87d13b0a2670c13536f595cd341856c8d,Success,ERC-20,Transfer,21661855,136 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00413015
0x8ca0b6e7f7e0b0369e45b4b3d1f597c882907d2e9dc889e9d61874ad1fcb5194,Success,ERC-20,Transfer,21661845,136 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.0046794
0xf2eb5b888a1ee677b6a76fc3dd635b8ed533bf80d42e08576d95327047637423,Success,ERC-20,Transfer,21661836,136 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00445475
0x546f6863fa7f49f5fbdbc8e87cc2ff686af2019c4843dd5acf1a2c430f7348cc,Success,ERC-20,Transfer,21378147,176 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.0004652
0xc3f617978980070b791afe09a5e9d7efe91e7c2c054058639e9b4d19391c0de0,Success,ERC-20,Transfer,21378142,176 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00046791
0xc1be723b58448728adec36a47b0127c1f37310e8458e810e3ec93e2eee05de23,Success,ERC-20,Transfer,21378138,176 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00046141
0x934badcaaead91eb7255083c69d14ac7919fedf9a84f1e8fcbd342f55957417e,Success,ERC-20,Transfer,21378132,176 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.0004822
0xe1267b87e76f66a9b9c2f60b9ab7c0062652dd7fcbccbc6668c94fa63dc2026f,Success,ERC-20,Transfer,21335260,182 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00072082
0xeea28c6c24d3a3f45b6871614e86db25af18958145f950472e2af04709ea023b,Success,ERC-20,Transfer,21335253,182 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00068237
0x8ecd0f37d7a9e61c19dadb762aeba2a61748ac2edbb3a9833432f517b57f0627,Success,ERC-20,Transfer,21335246,182 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00070734
0xe8129a73523e98ec269cb30f44133e2d55d09135782e27f667c81306241eaaf2,Success,ERC-20,Transfer,21335240,182 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00071823
0xba6ee08f90f94b7a72bf0d78ca4138125acf8136d31aba5b282653ec842ee93f,Success,ERC-20,Transfer,21335235,182 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00075867
0x11237a3639b0284f6965220c0a884b6e6c9e7c1ef9032cc71b1bb6bb137939f8,Success,ERC-20,Transfer,21329010,183 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00063499
0x6a9f0df00679d2b67dfef5c9b19cdf1bb4d047c72b5b9d9c6af4447af5589f20,Success,ERC-20,Transfer,21329005,183 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00066394
0x5b809bcf549c3ca9f9d052b97bb876daee16aba35cc006283a704e9fdbbd56b7,Success,ERC-20,Transfer,21282687,189 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00079253
0x8b4a7a682bc546c5f931b6d0a9193e8d6760e08afd1f6a6bc1b15a2acb19f09f,Success,ERC-20,Transfer,21282680,189 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00083339
0x8503f0f9b1f544c7bbed97b85adaccee249a8b2cf767c3ef2e4b14a91f7afa89,Success,ERC-20,Transfer,21282674,189 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00051261
0x9fa587ff242f60dc7813a7af5264d4ae6ba255164656c39292fdb928e9ecbc2e,Success,ERC-20,Transfer,21264469,192 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00056364
0x0c678ac467606b6d945bd7a1d3dba6e6726d2947379d81c53fdee3a18f67797e,Success,ERC-20,Transfer,21264464,192 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00051316
0xce6b06dd52b3798f3bf995feb958448b15b1823020d81be8cdbc90ff1fe8beae,Success,ERC-20,Transfer,21264459,192 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00051531
0xcedebeaa2368fb17ab5b7eaccf6090b095681e9e88124966b7d6c3fb6eaaf1b5,Success,ERC-20,Transfer,21264454,192 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00051253
0xd4122f1c310e89e81ea39816e99f9fca7dc639d13747acc5c36445addf2b3ea9,Success,ERC-20,Transfer,21256268,193 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00032335
0x8adb7c8b4ae99477c86482b5f43e6287c175b782d39371a1a987d1641d412f20,Success,ERC-20,Transfer,21256264,193 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00028583
0x9cc84c6e0f7a871b00965e86dcd69ed1dbfe43adf9a7aff644d8e647640d6ad4,Success,ERC-20,Transfer,21220979,198 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.0003055
0xd077cab8a439e08d5465b4aeadad143331af94863e758b5a7ac0bfce09710f82,Success,ERC-20,Transfer,21220974,198 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00028545
0xf4b55123eee485035ea143f97b81855d04d441dc8992fa6c9dcb560456f8c635,Success,ERC-20,Transfer,21184895,203 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00101914
0xbb82289b395e5819ad2d9741bbb8b912707496bd8b9372771d6dc565ecd2ef54,Success,ERC-20,Transfer,21184890,203 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.0010537
0xf9095127c8952fabd8a37aae100c44a7e0fa41c09aec972ad24ca4c63e4d8140,Success,ERC-20,Transfer,21162552,206 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00061991
0x412da81ad1e0a0a9e7d8c711971bac4e780090a47e910b005da718cb16187da4,Success,ERC-20,Transfer,21057620,220 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00036172
0x72f5ea1a6aefe41ca37e2e5c9667fd7bde23463b7e9e60cd18e0def400ba042b,Success,ERC-20,Transfer,21020174,226 days ago,0xca5fef2a6ddff242f602a644ecc00ab42ffbbc26,Ultra Treasury (50M+),0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,"1,100,000","$56,364.00",Ultra Token(UOS),0.00044299
