Transaction Hash,Status,Type,Method ,Block,Age,From,From_NameTag,To,To_NameTag,Amount,Value (USD),Asset,Txn Fee
0x458ac81b3bb2522ed1d0bd76074b545d6d97f5aa6878f3171a34de31b3ba2ba6,Success,ERC-20,Transfer,20284133,328 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd556d690b9ff8dae0b7c13a5bcbd9f3324ef56c7,UOS Liquidation Wallet #7,"15,489.78",$793.70,Ultra Token(UOS),0.00036339
0x096a14e3b948649cf1673d52759fa972db349a1da16d3551b983c7172d6c43bb,Success,ERC-20,Transfer,20284133,328 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"39,981","$2,048.63",Ultra Token(UOS),0.00024804
0xac4c1ef1004fbf061fdba948bdb1199b37d3d36e54798f03a7396f51d5e44ebb,Success,ERC-20,Transfer,20284131,328 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"37,225.36","$1,907.43",Ultra Token(UOS),0.00038301
0x414049a62329ee1a74d6465167f19b04930825ae5ed0a96c3266e15741dc681c,Success,ERC-20,Transfer,20284102,328 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"39,981","$2,048.63",Ultra Token(UOS),0.00029845
0xdafb7720a978602aff29b67ff237680c00988124f3a1d1f55a44e47527856e27,Success,ERC-20,Transfer,20283215,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x4774e707204E1d6150c7c34a0a4b1c02b4a7df74, ,"11,891.76",$609.33,Ultra Token(UOS),0.00038629
0x5d65133d84807a2f9cd14f5f4e48957bdfc9441a170c36f3810ab036aded426f,Success,ERC-20,Transfer,20283215,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"84,572.92","$4,333.52",Ultra Token(UOS),0.00026368
0x1b9e6191513913e69970c53d99403ea74c8c53fc5910cd1c10f5f13e4b8ed113,Success,ERC-20,Transfer,20280715,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.00017961
0x756344c0992d75b737c09cbc6bc2885f15d369ce15710aa3091fbfad69cc64af,Success,ERC-20,Transfer,20280714,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"36,847.13","$1,888.05",Ultra Token(UOS),0.00018298
0x085011ddf12388b8b46af3742f61d0ab021ca9e4d048773ebc3f04f054a17bb2,Success,ERC-20,Transfer,20280687,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd556d690b9ff8dae0b7c13a5bcbd9f3324ef56c7,UOS Liquidation Wallet #7,"9,728.73",$498.50,Ultra Token(UOS),0.00015989
0x335297472a1dc636df6fa53a7cf56a5c284fb5fe86ffb1380425746a18d3b503,Success,ERC-20,Transfer,20280657,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"34,624.92","$1,774.18",Ultra Token(UOS),0.00017391
0xe2255d1b0f8ba97f8a64ae30c94e003e24b94f661b0105fdf007bcda5c123401,Success,ERC-20,Transfer,20279721,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"62,182.13","$3,186.21",Ultra Token(UOS),0.00009556
0xc5c4f8ec8d04359eac0a268d4ea93a4cc47b394b12366320efb7e7b6ace8f2c8,Success,ERC-20,Transfer,20279690,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"36,126.17","$1,851.10",Ultra Token(UOS),0.00015521
0x674e4790984dca5c67ad9fc86805f338a84c21bc3720bacda259de73eb8c0dc1,Success,ERC-20,Transfer,20279689,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"23,981","$1,228.79",Ultra Token(UOS),0.00014841
0x8eb9b596b3fbc2a949e4a1d6fa270fc2421fab229706da3d9a7b1198fb8e73d8,Success,ERC-20,Transfer,20279669,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x17f2f425ad47a48522E730E9630E73f0a12AEc02, ,"20,001","$1,024.85",Ultra Token(UOS),0.00016873
0x409bdd51cc59c48e2ef93f33f344524c1487f0db405379aceaa74fcf2dade0f8,Success,ERC-20,Transfer,20279560,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"38,000","$1,947.12",Ultra Token(UOS),0.00016779
0xacb7db551102068617f1886c8fbf4fa8010253016e6e6286a8b8ab6d77ba6a6b,Success,ERC-20,Transfer,20279540,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x0CE98AE766977e97c6D56eE8B9E0416a0D5e051D, ,"25,676.60","$1,315.67",Ultra Token(UOS),0.00011514
0x365b9d89acfd59486397d1a952de633ad54f2f4182ca16767901637d6958b838,Success,ERC-20,Transfer,20277262,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"84,606.81","$4,335.25",Ultra Token(UOS),0.00044143
0xbbfd133d5c1d5145d191fe3964f449110bdcbcd289c68286ca7834846a79008c,Success,ERC-20,Transfer,20277253,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.00065483
0x926d4f839e969e620ea033dcc58819c6f866b4d112362bbfa966602046cac6d6,Success,ERC-20,Transfer,20277192,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.00102599
0xe560daded43e9da8486eafcf3581a2377622470340fcd2986630d0757ca19bc7,Success,ERC-20,Transfer,20276955,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"26,109.10","$1,337.83",Ultra Token(UOS),0.00082697
0x8390e8733015b8d8b28958649fec1d59b1da8640ac56aedff74bd3635378db6a,Success,ERC-20,Transfer,20276955,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"60,229.70","$3,086.17",Ultra Token(UOS),0.00082697
0xf90e3ed86f9a38559610b5196b60882011360353b851180aadd25f79dfe7cd6a,Success,ERC-20,Transfer,20276578,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"23,517.56","$1,205.04",Ultra Token(UOS),0.0005817
0x6f5ad4bbacf21f76fe971f4b4f55b4ad30ffe51f5a39ffa3d771a287935d1993,Success,ERC-20,Transfer,20276558,329 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"40,124.75","$2,055.99",Ultra Token(UOS),0.00032614
0x9868197ca3eef2d2cfeb06680fe2e14816ff9b6493d78d61a28483acccfb9bd4,Success,ERC-20,Transfer,20276009,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.0003249
0xbc0d0d17286d5ad790826e5e51a0b159c60e9caa90e4e2d757a29ca5efc09aff,Success,ERC-20,Transfer,20273419,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.00012787
0x1dbdf4e88c44197d71aba641694fa4e28771264d7502d60649ea67267a0464b6,Success,ERC-20,Transfer,20273309,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.0001406
0xb8c575f1b056a7e88f4f2d113cf7b4be40536204dd7c6e80a6d12db9309e9d23,Success,ERC-20,Transfer,20272951,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"20,212.24","$1,035.68",Ultra Token(UOS),0.00016369
0xfed85630862b0584c9293ace53723edb96a25853aceae20a9e1bfb2f13360f67,Success,ERC-20,Transfer,20272771,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"36,044.15","$1,846.90",Ultra Token(UOS),0.00015501
0xed42f5ef77ee634012ea9de7fe0d46fdf68660289aa96651469913e76c1a26a1,Success,ERC-20,Transfer,20272691,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"30,687","$1,572.40",Ultra Token(UOS),0.00016943
0xc2fd21916ffe7070eba464ea63e57e51e37d7c2b5eaa346d4b1502480718ab2a,Success,ERC-20,Transfer,20272651,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"60,000","$3,074.40",Ultra Token(UOS),0.00013652
0xc77313703e09cb5763599830aecc4c3ba48fa3fea092ecf2d5e93288db4251ef,Success,ERC-20,Transfer,20272562,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd7CBfaC14f10d3e0A13f1AF33433Ae39b2d7BfAc, ,"13,899.71",$712.22,Ultra Token(UOS),0.0001238
0xc618a8de114ccf1f20bcec9e1b4f3825e8b5ae92c7d07f2f41cea9b853a13cb5,Success,ERC-20,Transfer,20272433,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"33,199.07","$1,701.12",Ultra Token(UOS),0.00018151
0x10f835253fe2a2f4c9b520a368ac86f8bbb64cf61bb46655f2a49871d5cc8e04,Success,ERC-20,Transfer,20272126,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"58,362.13","$2,990.48",Ultra Token(UOS),0.0001593
0x0a04837c669f63cbeb9ffa47ae67f70a4d8fd12a1c7e5df7e16bbca6d2ddb4b7,Success,ERC-20,Transfer,20272007,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd7CBfaC14f10d3e0A13f1AF33433Ae39b2d7BfAc, ,"28,268.46","$1,448.48",Ultra Token(UOS),0.00020006
0xad062be090654ad2f500131e7ab395623bdcf9562b0a5a7d60892c022c882cf2,Success,ERC-20,Transfer,20271798,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"66,673.21","$3,416.34",Ultra Token(UOS),0.00017411
0x784d911516f7e535f4ad068757e5a7ad9f3028621aff27ddd6162670efe1212f,Success,ERC-20,Transfer,20270675,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"39,981","$2,048.63",Ultra Token(UOS),0.00022934
0x36112d9087e35ca230e749dfa08f54b37d05eaf87bbc47079b15d274868db13e,Success,ERC-20,Transfer,20270367,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.00037214
0xf9f29f67c00760f1256be5ba9c0a15f973cba4e75a1a85bff95ae09edd2e5ee6,Success,ERC-20,Transfer,20270338,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.00037826
0x71c907a225be55b0cc74fe1f099c458e02961af34e4304d2a3dcffe1f833aa8a,Success,ERC-20,Transfer,20270338,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"84,743.66","$4,342.27",Ultra Token(UOS),0.00025819
0xdca410720fbfdf8411a9da4859bd9ad710baff4805030ce0489f8eb575d26842,Success,ERC-20,Transfer,20270278,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"16,389.38",$839.79,Ultra Token(UOS),0.00032658
0x3e6ce4f3976cace2e7d3997e82acc79f3617001db10f76a92053be3989871f26,Success,ERC-20,Transfer,20269919,330 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"14,981",$767.63,Ultra Token(UOS),0.00081551
0xc3cfe2ced2e1b2991cf5579d5c5908c7c10424c5457c5deaea0245df77027373,Success,ERC-20,Transfer,20266582,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"50,000","$2,562.00",Ultra Token(UOS),0.00007651
0xb05003bddc7c02ee759aef2a11b1b8355828a6ed889070e3bece692db3894e4c,Success,ERC-20,Transfer,20266542,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"29,981","$1,536.23",Ultra Token(UOS),0.00010924
0x22c2c08310c02b486561ae9e333ceef33d9ae8b007a8990da17431c5796c11d4,Success,ERC-20,Transfer,20266504,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"14,981",$767.63,Ultra Token(UOS),0.00009601
0x656b2b0bfa97e2069419516eceff2b40df94526106653c5d1a07fc9fe8e58c13,Success,ERC-20,Transfer,20266503,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"84,829.03","$4,346.64",Ultra Token(UOS),0.00006569
0x95a3d840648f1dbf9d9b1ab246f73b116f3f45d1d4e7edf416f24b564d432764,Success,ERC-20,Transfer,20266484,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"48,356.85","$2,477.81",Ultra Token(UOS),0.00009979
0x03af455962c51c54bbda535e26c29031fec3f990db0f0cba0daba56fb44b55a6,Success,ERC-20,Transfer,20266483,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"14,981",$767.63,Ultra Token(UOS),0.00010209
0xafc8432cd72b665cd11a28b4035d04fe32a9bf6c342d37a63d960d490e6d8242,Success,ERC-20,Transfer,20266094,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x4774e707204E1d6150c7c34a0a4b1c02b4a7df74, ,"14,475.73",$741.74,Ultra Token(UOS),0.00011881
0xb5cb800cfaf69f295f1dcefae285f79fa16772f5c090b44880ef581db81139c4,Success,ERC-20,Transfer,20266075,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"32,447.18","$1,662.59",Ultra Token(UOS),0.00011905
0xb4224ee07f3be2b2eccd3d68f7fc3f3dc9957b92b05345f2ddf8c339c731ba57,Success,ERC-20,Transfer,20265995,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"40,000","$2,049.60",Ultra Token(UOS),0.00009563
0x3b3453f810bf5a274409731b0273df2e7d9e1c126e49fbc4acceb78aaf450c41,Success,ERC-20,Transfer,20265936,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xac77474778E78c6c37D26522Bd67bD68908F6E69, ,"9,457.46",$484.60,Ultra Token(UOS),0.00011139
0x076e0dc82498dd79b084e96b7731920a6b2854041d9bf6ebc91e33ab10ac5378,Success,ERC-20,Transfer,20265776,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xac77474778E78c6c37D26522Bd67bD68908F6E69, ,"15,348.50",$786.46,Ultra Token(UOS),0.0000858
0x7fb9e24e7ff60950c48af13c2b0811729a10b05449e25a2d3a500f8a86b52699,Success,ERC-20,Transfer,20265756,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x0CE98AE766977e97c6D56eE8B9E0416a0D5e051D, ,"50,255.05","$2,575.07",Ultra Token(UOS),0.00008317
0x489a1f206f9d72b2fe654ac51b21940e1b482c4394c04586235d0d406e278b5d,Success,ERC-20,Transfer,20265755,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"14,981",$767.63,Ultra Token(UOS),0.00007859
0x9347dfd77b12ecb8ac800623cdc903b8ab681682094c21318b4f0c227cd92c00,Success,ERC-20,Transfer,20265726,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"38,289.40","$1,961.95",Ultra Token(UOS),0.0000983
0x5a593c0fb892a3c5f723752b8aa5148a97f31e6944fcfc92f668487c8c970109,Success,ERC-20,Transfer,20265725,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"84,837.18","$4,347.06",Ultra Token(UOS),0.00006862
0xe7d5226867ee102b7d38064464387de9dba2e301a009dc72ac161505f23f19b4,Success,ERC-20,Transfer,20265686,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"40,000","$2,049.60",Ultra Token(UOS),0.00012427
0xae0490c746e9d9c10e452594164ecc810ae58c590304cfa1fea75eec1a51ef55,Success,ERC-20,Transfer,20265576,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"14,981",$767.63,Ultra Token(UOS),0.00011538
0x2f29d4814d2642d4a8985056d195714f62861658433c396042a4b7de6eac607a,Success,ERC-20,Transfer,20265455,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"29,981","$1,536.23",Ultra Token(UOS),0.00008135
0x1b16525bca99ce5402a59d50359340014f47170bfc11431a55213d793a582516,Success,ERC-20,Transfer,20265435,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"29,981","$1,536.23",Ultra Token(UOS),0.00008571
0xaca48dccfbe0925a2ad6c41aca86b22c72bc026c73922f43341d2f3fc5f58173,Success,ERC-20,Transfer,20265406,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,981","$1,023.83",Ultra Token(UOS),0.00009483
0x6495e0d730e2ab030164fa45eccf36db3c3afa6d170f1424e018496998ffdb8e,Success,ERC-20,Transfer,20265345,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"60,000","$3,074.40",Ultra Token(UOS),0.00009577
0xeb580f2f3199a7c709eaf212dba1047f02a809328c1f26974d2e31052aed8474,Success,ERC-20,Transfer,20265248,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"20,640.28","$1,057.61",Ultra Token(UOS),0.00010273
0x24c6ffd79e27b5912184e363d8e0c3363ec02a9db05385b32c4f837d265605f2,Success,ERC-20,Transfer,20264602,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd7CBfaC14f10d3e0A13f1AF33433Ae39b2d7BfAc, ,"27,667.77","$1,417.70",Ultra Token(UOS),0.00010252
0xe9ec96c5ef34c2fc8e8d198f850bc115e4f97328c1a743867f89d9a7ecef2721,Success,ERC-20,Transfer,20264383,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"67,000","$3,433.08",Ultra Token(UOS),0.00017039
0x65997cf1ffe98c15fad96e6b56f7d624101c389cef25c9e24fa17f5cddce3cc0,Success,ERC-20,Transfer,20263902,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"19,622.20","$1,005.44",Ultra Token(UOS),0.00015469
0x181fa5f978886982ee601d59194017238efbca6d8335c11bcba7aa11defab8d9,Success,ERC-20,Transfer,20263766,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"13,551.08",$694.36,Ultra Token(UOS),0.00012404
0x5da7776607a8b3b9049c0fdc860c00203ef306b0af41db47fd4766e5bed0119c,Success,ERC-20,Transfer,20263596,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"21,769.71","$1,115.48",Ultra Token(UOS),0.00023943
0x09b84a29b508aeeb60ba76c744d3c2692945595be53ee072d5d655900f5a1586,Success,ERC-20,Transfer,20263448,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"9,981",$511.43,Ultra Token(UOS),0.00023957
0x62ec833b71eff68a22b0e02e1230049308206ad4619b3151ab8675df77022d08,Success,ERC-20,Transfer,20263389,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x0CE98AE766977e97c6D56eE8B9E0416a0D5e051D, ,"52,663.71","$2,698.49",Ultra Token(UOS),0.00014365
0x4606375d429b4b5f4db7959b104c406f59974483d9ceedf8032cc304fdc3993d,Success,ERC-20,Transfer,20263389,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"85,334.40","$4,372.53",Ultra Token(UOS),0.00009805
0xfd7e9c5fe9f7cbd3db0d04d359172d57f5fa26393905907d71c93fb5fc27337c,Success,ERC-20,Transfer,20263189,331 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd7CBfaC14f10d3e0A13f1AF33433Ae39b2d7BfAc, ,"31,145.66","$1,595.90",Ultra Token(UOS),0.00037272
0xe74e43262bf85f77894f67a7b94c35fc41fb17b520118af06b3264f698965a01,Success,ERC-20,Transfer,20258184,332 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"28,724.14","$1,471.82",Ultra Token(UOS),0.00010441
0xbbe7db88529fc24fe635e2b78da1b91413a11637ea3fa31a07f254e300e73b6a,Success,ERC-20,Transfer,20255578,332 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd7CBfaC14f10d3e0A13f1AF33433Ae39b2d7BfAc, ,"14,903.50",$763.66,Ultra Token(UOS),0.0001131
0x2f41c61c6d619efa8df37ee865da5854d87ed8f4941967f6f72eae24c560c065,Success,ERC-20,Transfer,20253739,333 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"15,998.63",$819.77,Ultra Token(UOS),0.00007296
